Crank Radius,Link Length,Offset,Max Force,Max Torque,Max Velocity,Max Acceleration,Peak Power,Min Link Height,Min Link Width,Min Crank Height,Min Crank Width,Min Pin Diameter,Return Ratio,System Area,Stroke,System Weight,System Volume,Optimization Score
0.1155000000,0.1660000000,0.0415000000,6.5128069037,0.2130603490,0.3958232741,3.3264135463,0.6693488273,0.0023960000,0.0011980000,0.0024580000,0.0012290000,0.0006067500,1.7024165145,0.0909964756,0.2496491477,0.0022285789,0.0003326831,0.8471404995
0.1150000000,0.1695000000,0.0450000000,6.6045402398,0.2107641653,0.3894001230,3.2537114450,0.6621351532,0.0024300000,0.0012150000,0.0024460000,0.0012230000,0.0006095000,1.6977910137,0.0910612740,0.2501736642,0.0022800365,0.0003333753,0.8471155568
0.1165000000,0.1610000000,0.0370000000,6.8038727985,0.2174520811,0.4069893065,3.6374173450,0.6831458606,0.0023860000,0.0011930000,0.0024820000,0.0012410000,0.0006085000,1.7394513018,0.0912246893,0.2502988012,0.0022062376,0.0003352507,0.8470966471
0.1185000000,0.1480000000,0.0250000000,6.9482406719,0.2317336626,0.4430701379,4.6289026926,0.7280127721,0.0023000000,0.0011500000,0.0025640000,0.0012820000,0.0006080000,1.8247138231,0.0909664778,0.2496643412,0.0021086330,0.0003378495,0.8470335825
0.1165000000,0.1605000000,0.0365000000,6.7807330695,0.2177072639,0.4077863935,3.6313767305,0.6839475410,0.0023800000,0.0011900000,0.0024840000,0.0012420000,0.0006080000,1.7372314420,0.0911227319,0.2500133616,0.0021977609,0.0003347849,0.8469962472
0.1155000000,0.1670000000,0.0425000000,6.5548661338,0.2127138193,0.3945231286,3.3372259650,0.6682601720,0.0024060000,0.0012030000,0.0024560000,0.0012280000,0.0006077500,1.7059640255,0.0911952890,0.2501987217,0.0022456227,0.0003336836,0.8469741369
0.1150000000,0.1700000000,0.0455000000,6.6254983456,0.2106260415,0.3888294953,3.2589089025,0.6617012247,0.0024340000,0.0012170000,0.0024460000,0.0012230000,0.0006100000,1.6993196634,0.0911592441,0.2504455106,0.0022884874,0.0003339163,0.8469408541
0.1155000000,0.1665000000,0.0420000000,6.5338209323,0.2128860732,0.3951692677,3.3318241550,0.6688013235,0.0024020000,0.0012010000,0.0024580000,0.0012290000,0.0006075000,1.7042131055,0.0910959590,0.2499238486,0.0022389248,0.0003333201,0.8469125495
0.1145000000,0.1725000000,0.0480000000,6.6733330185,0.2088541476,0.3840931695,3.1813669478,0.6561346559,0.0024580000,0.0012290000,0.0024360000,0.0012180000,0.0006117500,1.6910608534,0.0910177890,0.2503999528,0.0023242387,0.0003335802,0.8468929294
0.1190000000,0.1445000000,0.0220000000,7.8176372682,0.2367812553,0.4555443380,5.2316123909,0.7438702522,0.0023400000,0.0011700000,0.0025880000,0.0012940000,0.0006160000,1.8762477672,0.0908160371,0.2496861909,0.0021441452,0.0003412867,0.8468647272
0.1195000000,0.1385000000,0.0175000000,17.6015974701,0.2457902823,0.4779465492,7.9238760061,0.7721729451,0.0028060000,0.0014030000,0.0026180000,0.0013090000,0.0006780000,2.0819577304,0.0900804881,0.2500064837,0.0025778824,0.0003622136,0.8468047489
0.1175000000,0.1550000000,0.0315000000,7.0903486382,0.2233341313,0.4219754783,4.0431320259,0.7016248660,0.0023640000,0.0011820000,0.0025160000,0.0012580000,0.0006100000,1.7799678169,0.0912207102,0.2503262448,0.0021735296,0.0003373342,0.8467977067
0.1195000000,0.1415000000,0.0195000000,9.8088574260,0.2420295762,0.4680862370,6.1791014831,0.7603583386,0.0024500000,0.0012250000,0.0026120000,0.0013060000,0.0006327500,1.9540907009,0.0907651572,0.2500847579,0.0022472745,0.0003482659,0.8467646867
0.1180000000,0.1520000000,0.0285000000,6.6368537623,0.2269511726,0.4310369287,4.2070763994,0.7129881366,0.0023040000,0.0011520000,0.0025380000,0.0012690000,0.0006052500,1.7884293650,0.0912120223,0.2499511238,0.0021154090,0.0003365724,0.8467640941
0.1155000000,0.1675000000,0.0430000000,6.5759426343,0.2125435391,0.3938846717,3.3426190190,0.6677252209,0.0024120000,0.0012060000,0.0024560000,0.0012280000,0.0006085000,1.7076704030,0.0912944663,0.2504737568,0.0022560670,0.0003343203,0.8467310108
0.1160000000,0.1635000000,0.0390000000,6.4611225326,0.2152475661,0.4014634248,3.4165582632,0.6762201723,0.0023720000,0.0011860000,0.0024700000,0.0012350000,0.0006052500,1.7102183207,0.0911216413,0.2496502014,0.0021972845,0.0003331407,0.8465358611
0.1180000000,0.1515000000,0.0280000000,6.6130310120,0.2273656314,0.4322327552,4.1997577802,0.7142901972,0.0022980000,0.0011490000,0.0025380000,0.0012690000,0.0006045000,1.7850378369,0.0911057959,0.2496499338,0.0021061785,0.0003359071,0.8464818352
0.1200000000,0.1370000000,0.0155000000,13.1830466932,0.2507893560,0.4896538338,7.9130059832,0.7878779985,0.0025960000,0.0012980000,0.0026520000,0.0013260000,0.0006560000,2.0584336953,0.0903677188,0.2495500417,0.0023857808,0.0003569525,0.8464549630
0.1185000000,0.1490000000,0.0260000000,7.4216962887,0.2307307631,0.4403410546,4.6452529436,0.7248620704,0.0023460000,0.0011730000,0.0025560000,0.0012780000,0.0006127500,1.8324689049,0.0911818277,0.2502882315,0.0021522109,0.0003400170,0.8464458703
0.1150000000,0.1695000000,0.0445000000,6.2503103440,0.2108630399,0.3898168733,3.1648654598,0.6624457772,0.0023960000,0.0011980000,0.0024460000,0.0012230000,0.0006052500,1.6813337263,0.0910795907,0.2495339552,0.0022424899,0.0003318940,0.8464382299
0.1145000000,0.1725000000,0.0475000000,6.3177421395,0.2089329464,0.3844675613,3.0984181109,0.6563822094,0.0024240000,0.0012120000,0.0024360000,0.0012180000,0.0006075000,1.6756804670,0.0910371084,0.2497590795,0.0022855842,0.0003321034,0.8464064935
0.1175000000,0.1555000000,0.0315000000,6.3427102764,0.2232173863,0.4216343762,3.8836734669,0.7012581009,0.0023040000,0.0011520000,0.0025160000,0.0012580000,0.0006025000,1.7557688191,0.0913390017,0.2499221917,0.0021185061,0.0003350315,0.8463945427
0.1160000000,0.1645000000,0.0400000000,6.5034105672,0.2148271715,0.4000142277,3.4277955148,0.6748994637,0.0023840000,0.0011920000,0.0024680000,0.0012340000,0.0006065000,1.7141932029,0.0913229259,0.2502061250,0.0022160078,0.0003342419,0.8463888540
0.1160000000,0.1640000000,0.0395000000,6.4822507658,0.2150360430,0.4007307710,3.4221815158,0.6755556529,0.0023780000,0.0011890000,0.0024700000,0.0012350000,0.0006060000,1.7122319265,0.0912223623,0.2499280574,0.0022073923,0.0003337826,0.8463841247
0.1190000000,0.1455000000,0.0230000000,8.4354433653,0.2356044669,0.4523279688,5.2503598696,0.7401732625,0.0023920000,0.0011960000,0.0025800000,0.0012900000,0.0006215000,1.8853044080,0.0910345484,0.2503356559,0.0021932285,0.0003437465,0.8463440421
0.1160000000,0.1650000000,0.0405000000,6.5246020672,0.2146208843,0.3993281213,3.4334003055,0.6742513935,0.0023900000,0.0011950000,0.0024680000,0.0012340000,0.0006072500,1.7161035054,0.0914233327,0.2504843924,0.0022262246,0.0003348837,0.8462189239
0.1150000000,0.1700000000,0.0450000000,6.2696600052,0.2107241627,0.3892427837,3.1699436673,0.6620094816,0.0024020000,0.0012010000,0.0024460000,0.0012230000,0.0006060000,1.6829327610,0.0911777375,0.2498021690,0.0022529718,0.0003325252,0.8461356432
0.1175000000,0.1550000000,0.0310000000,6.3209723870,0.2235568229,0.4226638219,3.8770429906,0.7023244726,0.0022980000,0.0011490000,0.0025180000,0.0012590000,0.0006020000,1.7528331527,0.0912342744,0.2496300072,0.0021107421,0.0003345561,0.8460928073
0.1170000000,0.1585000000,0.0345000000,6.7480621709,0.2200312663,0.4135359498,3.7571932876,0.6912486099,0.0023620000,0.0011810000,0.0024980000,0.0012490000,0.0006075000,1.7489574885,0.0913375244,0.2502661756,0.0021793846,0.0003360308,0.8460780271
0.1155000000,0.1450000000,0.0280000000,54.9935089558,0.2223765393,0.4249563067,7.8400053076,0.6986165020,0.0038160000,0.0019080000,0.0025860000,0.0012930000,0.0010698000,2.1435521294,0.0865073817,0.2497037421,0.0038932155,0.0003887642,0.8460746327
0.1170000000,0.1580000000,0.0340000000,6.7247909045,0.2203124657,0.4144338655,3.7508781105,0.6921320237,0.0023560000,0.0011780000,0.0024980000,0.0012490000,0.0006067500,1.7464486158,0.0912342805,0.2499772093,0.0021695806,0.0003353772,0.8460725319
0.1185000000,0.1485000000,0.0255000000,7.3929799004,0.2312271708,0.4416827858,4.6370850178,0.7264215812,0.0023380000,0.0011690000,0.0025580000,0.0012790000,0.0006120000,1.8286597680,0.0910742448,0.2499760333,0.0021426199,0.0003394337,0.8459644197
0.1155000000,0.1670000000,0.0420000000,6.2006194082,0.2128340560,0.3949830875,3.2415821788,0.6686379066,0.0023740000,0.0011870000,0.0024580000,0.0012290000,0.0006040000,1.6883765472,0.0912127594,0.2495569070,0.0022126703,0.0003324705,0.8457875398
0.1165000000,0.1625000000,0.0380000000,6.4714096634,0.2168947580,0.4051929297,3.5323500068,0.6813949782,0.0023660000,0.0011830000,0.0024800000,0.0012400000,0.0006057500,1.7246057097,0.0915457169,0.2504771096,0.0021953558,0.0003353320,0.8456590647
0.1200000000,0.1395000000,0.0175000000,10.6961836062,0.2468518878,0.4794107838,6.9025141283,0.7755080773,0.0024860000,0.0012430000,0.0026360000,0.0013180000,0.0006402500,1.9989062963,0.0909382201,0.2503069252,0.0022895418,0.0003527494,0.8456267257
0.1190000000,0.1470000000,0.0240000000,7.3809436168,0.2342731494,0.4486988712,4.9252794327,0.7359908050,0.0023260000,0.0011630000,0.0025760000,0.0012880000,0.0006127500,1.8530828098,0.0913717892,0.2504928756,0.0021397067,0.0003416391,0.8456205064
0.1155000000,0.1680000000,0.0430000000,6.2395390184,0.2124934111,0.3937055861,3.2520981918,0.6675677391,0.0023840000,0.0011920000,0.0024560000,0.0012280000,0.0006050000,1.6919014327,0.0914113207,0.2500994119,0.0022295374,0.0003334685,0.8456087661
0.1180000000,0.1525000000,0.0290000000,7.0287849219,0.2265441355,0.4298619374,4.2143823259,0.7117093916,0.0023400000,0.0011700000,0.0025320000,0.0012660000,0.0006090000,1.7917135586,0.0913180710,0.2502527471,0.0021485653,0.0003380595,0.8455825530
0.1155000000,0.1675000000,0.0425000000,6.2200661614,0.2126627578,0.3943405377,3.2468444551,0.6680997576,0.0023800000,0.0011900000,0.0024580000,0.0012290000,0.0006047500,1.6901611199,0.0913121163,0.2498280701,0.0022229245,0.0003331066,0.8455520840
0.1165000000,0.1615000000,0.0370000000,6.4288363611,0.2173709205,0.4067446769,3.5206701921,0.6828908871,0.0023560000,0.0011780000,0.0024820000,0.0012410000,0.0006047500,1.7202552376,0.0913422370,0.2499142713,0.0021790642,0.0003343126,0.8455488944
0.1195000000,0.1410000000,0.0190000000,9.7623062455,0.2427718841,0.4700437084,6.1678776529,0.7626903677,0.0024440000,0.0012220000,0.0026160000,0.0013080000,0.0006325000,1.9486891313,0.0906541765,0.2497438719,0.0022410070,0.0003479307,0.8455111999
0.1165000000,0.1620000000,0.0375000000,6.4501069672,0.2171208260,0.4059635376,3.5265149505,0.6821051919,0.0023620000,0.0011810000,0.0024820000,0.0012410000,0.0006055000,1.7224598493,0.0914440574,0.2501955683,0.0021890019,0.0003349596,0.8454726310
0.1165000000,0.1610000000,0.0365000000,6.4075977103,0.2176244416,0.4075366320,3.5148156831,0.6836873469,0.0023500000,0.0011750000,0.0024840000,0.0012420000,0.0006042500,1.7179902284,0.0912402548,0.2496332324,0.0021707424,0.0003338481,0.8454455137
0.1155000000,0.1455000000,0.0285000000,55.8572508877,0.2219560379,0.4237053569,7.8537241257,0.6972954580,0.0038380000,0.0019190000,0.0025940000,0.0012970000,0.0010781000,2.1450989166,0.0866109781,0.2500718023,0.0039425819,0.0003908753,0.8453376507
0.1195000000,0.1430000000,0.0205000000,8.3618407476,0.2403304734,0.4636166444,5.6578623515,0.7550204497,0.0023660000,0.0011830000,0.0026060000,0.0013030000,0.0006215000,1.9091537550,0.0911063936,0.2502091743,0.0021762816,0.0003452021,0.8452644443
0.1200000000,0.1380000000,0.0165000000,15.0992254472,0.2489367191,0.4848304010,7.9423146880,0.7820577680,0.0026960000,0.0013480000,0.0026380000,0.0013190000,0.0006667500,2.0710635998,0.0905932423,0.2502780958,0.0024814710,0.0003611047,0.8452514968
0.1185000000,0.1495000000,0.0260000000,6.5715010996,0.2305515087,0.4398681196,4.4035650786,0.7242989260,0.0022780000,0.0011390000,0.0025560000,0.0012780000,0.0006042500,1.8001794773,0.0913008904,0.2498538813,0.0020924657,0.0003373568,0.8451644330
0.1160000000,0.1650000000,0.0400000000,6.1689129081,0.2147632505,0.3998096328,3.3298658171,0.6746986500,0.0023560000,0.0011780000,0.0024680000,0.0012340000,0.0006030000,1.6973355062,0.0914401215,0.2498365113,0.0021902808,0.0003333907,0.8451036598
0.1160000000,0.1645000000,0.0395000000,6.1493719419,0.2149708792,0.4005149987,3.3244050886,0.6753509347,0.0023500000,0.0011750000,0.0024700000,0.0012350000,0.0006025000,1.6953378519,0.0913395320,0.2495623848,0.0021818101,0.0003329326,0.8450969797
0.1175000000,0.1560000000,0.0320000000,6.6899262013,0.2228834311,0.4206212704,3.8902926035,0.7002089497,0.0023380000,0.0011690000,0.0025120000,0.0012560000,0.0006062500,1.7586184099,0.0914435571,0.2502147451,0.0021521376,0.0003366037,0.8449956681
0.1160000000,0.1655000000,0.0405000000,6.1884802393,0.2145581753,0.3991275508,3.3353175783,0.6740543872,0.0023620000,0.0011810000,0.0024680000,0.0012340000,0.0006037500,1.6992825480,0.0915405544,0.2501108564,0.0022003523,0.0003340315,0.8449336916
0.1190000000,0.1465000000,0.0235000000,7.3519936924,0.2348237350,0.4502075842,4.9165414661,0.7377205208,0.0023200000,0.0011600000,0.0025780000,0.0012890000,0.0006122500,1.8488119273,0.0912629888,0.2501750793,0.0021321976,0.0003411411,0.8448875331
0.1155000000,0.1460000000,0.0290000000,56.7432334428,0.2215435857,0.4224776125,7.8674190243,0.6959997011,0.0038600000,0.0019300000,0.0026000000,0.0013000000,0.0010866000,2.1465510235,0.0867143958,0.2504397729,0.0039907642,0.0003928162,0.8446873236
0.1145000000,0.1730000000,0.0480000000,6.6179910508,0.2088241682,0.3839604380,3.1033171815,0.6560404727,0.0024560000,0.0012280000,0.0024320000,0.0012160000,0.0006110000,1.6770825076,0.0911339219,0.2500244792,0.0023230117,0.0003335502,0.8446300651
0.1180000000,0.1530000000,0.0290000000,6.2816358932,0.2264016740,0.4294644760,4.0324810283,0.7112618358,0.0022800000,0.0011400000,0.0025340000,0.0012670000,0.0006017500,1.7651728208,0.0914367537,0.2498479538,0.0020966197,0.0003359386,0.8446205527
0.1170000000,0.1600000000,0.0355000000,6.4162950824,0.2193961423,0.4115067555,3.6408166353,0.6892533089,0.0023440000,0.0011720000,0.0024940000,0.0012470000,0.0006047500,1.7331587151,0.0916614884,0.2504515911,0.0021692313,0.0003360310,0.8445877968
0.1185000000,0.1490000000,0.0255000000,6.5475709040,0.2310432749,0.4411976430,4.3958093417,0.7258438551,0.0022720000,0.0011360000,0.0025580000,0.0012790000,0.0006037500,1.7962644022,0.0911932879,0.2495486051,0.0020851077,0.0003368680,0.8445471361
0.1170000000,0.1590000000,0.0345000000,6.3735082676,0.2199391578,0.4132516932,3.6286328415,0.6909592423,0.0023320000,0.0011660000,0.0024960000,0.0012480000,0.0006035000,1.7282503542,0.0914554510,0.2498821816,0.0021513458,0.0003349099,0.8444506863
0.1170000000,0.1595000000,0.0350000000,6.3948854392,0.2196656823,0.4123729190,3.6347298605,0.6901000937,0.0023380000,0.0011690000,0.0024960000,0.0012480000,0.0006042500,1.7307386690,0.0915585524,0.2501667379,0.0021610500,0.0003355621,0.8444414804
0.1150000000,0.1705000000,0.0455000000,6.5710995631,0.2105867450,0.3886751210,3.1750137301,0.6615777711,0.0024340000,0.0012170000,0.0024420000,0.0012210000,0.0006095000,1.6844928498,0.0912757356,0.2500705273,0.0022894509,0.0003339779,0.8444162788
0.1145000000,0.1735000000,0.0485000000,6.6385355869,0.2087164246,0.3834586422,3.1082085099,0.6557019863,0.0024600000,0.0012300000,0.0024320000,0.0012160000,0.0006115000,1.6784508575,0.0912305912,0.2502899864,0.0023316890,0.0003340864,0.8443965661
0.1185000000,0.1505000000,0.0270000000,6.9901705272,0.2296315476,0.4372841720,4.4190357624,0.7214087830,0.0023220000,0.0011610000,0.0025500000,0.0012750000,0.0006090000,1.8076234499,0.0915155477,0.2504659873,0.0021356928,0.0003396142,0.8443742804
0.1200000000,0.1390000000,0.0170000000,10.6418913236,0.2476994359,0.4816237834,6.8898606368,0.7781707282,0.0024780000,0.0012390000,0.0026400000,0.0013200000,0.0006397500,1.9927977213,0.0908259559,0.2499562014,0.0022813370,0.0003523139,0.8442894039
0.1170000000,0.1585000000,0.0340000000,6.3521634278,0.2202166853,0.4141434390,3.6225255268,0.6918311206,0.0023260000,0.0011630000,0.0024980000,0.0012490000,0.0006030000,1.7256917456,0.0913521835,0.2495979385,0.0021432724,0.0003344403,0.8442760114
0.1195000000,0.1425000000,0.0200000000,8.3258089552,0.2410275385,0.4654588392,5.6476417044,0.7572103442,0.0023600000,0.0011800000,0.0026080000,0.0013040000,0.0006210000,1.9039323910,0.0909957907,0.2498777092,0.0021687302,0.0003446921,0.8442425415
0.1150000000,0.1710000000,0.0460000000,6.5917651175,0.2104507544,0.3881137432,3.1800756873,0.6611505441,0.0024380000,0.0012190000,0.0024420000,0.0012210000,0.0006100000,1.6860148976,0.0913735859,0.2503390214,0.0022979486,0.0003345187,0.8442399891
0.1175000000,0.1560000000,0.0315000000,6.0068783400,0.2231017817,0.4212965370,3.7413555701,0.7008949183,0.0022760000,0.0011380000,0.0025160000,0.0012580000,0.0005990000,1.7332684486,0.0914572903,0.2495440152,0.0020950819,0.0003341849,0.8442015657
0.1165000000,0.1630000000,0.0380000000,6.1358092065,0.2168239895,0.4049601135,3.4255704281,0.6811726526,0.0023380000,0.0011690000,0.0024800000,0.0012400000,0.0006022500,1.7066028703,0.0916633107,0.2501045805,0.0021701512,0.0003344794,0.8441829776
0.1180000000,0.1525000000,0.0285000000,6.2598045739,0.2268052864,0.4306299621,4.0255106771,0.7125298217,0.0022740000,0.0011370000,0.0025360000,0.0012680000,0.0006012500,1.7618145238,0.0913306840,0.2495522016,0.0020891007,0.0003354576,0.8441825288
0.1190000000,0.1460000000,0.0230000000,7.3231082101,0.2353864868,0.4517484083,4.9077879538,0.7394884578,0.0023140000,0.0011570000,0.0025800000,0.0012900000,0.0006117500,1.8443782820,0.0911540000,0.2498578644,0.0021247415,0.0003406425,0.8441178233
0.1165000000,0.1620000000,0.0370000000,6.0965185898,0.2172904522,0.4065021259,3.4142287252,0.6826380882,0.0023280000,0.0011640000,0.0024820000,0.0012410000,0.0006012500,1.7021730571,0.0914597808,0.2495501229,0.0021541280,0.0003334624,0.8440769899
0.1165000000,0.1635000000,0.0385000000,6.1554945522,0.2166040542,0.4042044406,3.4312271774,0.6804817055,0.0023440000,0.0011720000,0.0024800000,0.0012400000,0.0006030000,1.7087319046,0.0917648353,0.2503821936,0.0021800415,0.0003351252,0.8440570371
0.1165000000,0.1625000000,0.0375000000,6.1161505900,0.2170468318,0.4057259189,3.4199042930,0.6818727323,0.0023340000,0.0011670000,0.0024820000,0.0012410000,0.0006020000,1.7044171063,0.0915616262,0.2498272190,0.0021639226,0.0003341084,0.8439947881
0.1200000000,0.1375000000,0.0160000000,15.0034833031,0.2498487608,0.4872060757,7.9276738783,0.7849230315,0.0026860000,0.0013430000,0.0026420000,0.0013210000,0.0006660000,2.0649271838,0.0904805837,0.2499137085,0.0024699960,0.0003605651,0.8439594543
0.1155000000,0.1685000000,0.0435000000,6.5433477243,0.2123259699,0.3930913443,3.2573434304,0.6670417071,0.0024160000,0.0012080000,0.0024520000,0.0012260000,0.0006085000,1.6935985589,0.0915103732,0.2503709222,0.0022652528,0.0003349280,0.8439501301
0.1185000000,0.1500000000,0.0265000000,6.9641751804,0.2300789181,0.4385639282,4.4113071950,0.7228142387,0.0023160000,0.0011580000,0.0025520000,0.0012760000,0.0006085000,1.8039642015,0.0914083100,0.2501596853,0.0021280507,0.0003391248,0.8438414260
0.1180000000,0.1540000000,0.0300000000,6.6529152329,0.2256153730,0.4272436414,4.0463855841,0.7087915984,0.0023200000,0.0011600000,0.0025280000,0.0012640000,0.0006060000,1.7715849066,0.0916483641,0.2504407773,0.0021370529,0.0003379992,0.8437600419
0.1160000000,0.1445000000,0.0270000000,53.3323564656,0.2245252854,0.4296957109,7.8600419086,0.7053669873,0.0037800000,0.0018900000,0.0025800000,0.0012900000,0.0010536000,2.1407876795,0.0870225016,0.2499728458,0.0038297019,0.0003889906,0.8437376187
0.1145000000,0.1735000000,0.0480000000,6.2894329122,0.2087943926,0.3838286369,3.0305736591,0.6559469297,0.0024280000,0.0012140000,0.0024340000,0.0012170000,0.0006077500,1.6637284904,0.0912500490,0.2496643960,0.0022965568,0.0003328802,0.8437270968
0.1190000000,0.1370000000,0.0170000000,34.7067250133,0.2455849558,0.4787420926,9.6231441514,0.7715278930,0.0033060000,0.0016530000,0.0026120000,0.0013060000,0.0008511000,2.1859609211,0.0891155117,0.2495188434,0.0031174779,0.0003800777,0.8436505871
0.1175000000,0.1575000000,0.0330000000,6.3591844137,0.2221230645,0.4183315474,3.7604788682,0.6978201876,0.0023200000,0.0011600000,0.0025080000,0.0012540000,0.0006035000,1.7417372346,0.0917705127,0.2504075111,0.0021421942,0.0003366142,0.8434492480
0.1150000000,0.1710000000,0.0455000000,6.2423336191,0.2105477294,0.3885218696,3.0970971411,0.6614551999,0.0024060000,0.0012030000,0.0024440000,0.0012220000,0.0006062500,1.6703612404,0.0913922218,0.2497116595,0.0022636822,0.0003333074,0.8433953233
0.1180000000,0.1535000000,0.0295000000,6.6293583669,0.2260051145,0.4283390052,4.0394393098,0.7100160074,0.0023140000,0.0011570000,0.0025300000,0.0012650000,0.0006055000,1.7684284653,0.0915426468,0.2501441536,0.0021292695,0.0003375177,0.8433647382
0.1145000000,0.1740000000,0.0485000000,6.3084604982,0.2086871534,0.3833292758,3.0353562691,0.6556100281,0.0024340000,0.0012170000,0.0024340000,0.0012170000,0.0006085000,1.6651233703,0.0913467472,0.2499267169,0.0023073886,0.0003335070,0.8433609150
0.1160000000,0.1660000000,0.0410000000,6.4932242120,0.2143590955,0.3984539756,3.3407604160,0.6734289597,0.0023940000,0.0011970000,0.0024640000,0.0012320000,0.0006072500,1.7011802626,0.0916408315,0.2503854082,0.0022351349,0.0003354971,0.8433448941
0.1190000000,0.1455000000,0.0225000000,7.2942868449,0.2359619196,0.4533226476,4.8990188126,0.7412962331,0.0023080000,0.0011540000,0.0025820000,0.0012910000,0.0006112500,1.8397746761,0.0910448218,0.2495412681,0.0021173385,0.0003401435,0.8433097675
0.1145000000,0.1745000000,0.0490000000,6.3275129330,0.2085809176,0.3828350806,3.0401313366,0.6552762786,0.0024380000,0.0012190000,0.0024320000,0.0012160000,0.0006087500,1.6664854801,0.0914433021,0.2501891505,0.0023144741,0.0003338595,0.8432832747
0.1150000000,0.1715000000,0.0460000000,6.2614611959,0.2104124226,0.3879633619,3.1020410991,0.6610301209,0.0024120000,0.0012060000,0.0024420000,0.0012210000,0.0006067500,1.6719116541,0.0914901001,0.2499767946,0.0022727654,0.0003337559,0.8432480627
0.1175000000,0.1570000000,0.0325000000,6.3376725595,0.2224441788,0.4193008538,3.7541152958,0.6988289979,0.0023140000,0.0011570000,0.0025100000,0.0012550000,0.0006030000,1.7389952240,0.0916662755,0.2501193129,0.0021342600,0.0003361402,0.8431947395
0.1160000000,0.1450000000,0.0275000000,54.1511887536,0.2240566321,0.4283896143,7.8738440941,0.7038946694,0.0038020000,0.0019010000,0.0025860000,0.0012930000,0.0010616000,2.1425468207,0.0871269508,0.2503412256,0.0038768524,0.0003909386,0.8431623357
0.1200000000,0.1410000000,0.0185000000,8.9649162840,0.2449129611,0.4743589876,6.1936364832,0.7694167594,0.0023920000,0.0011960000,0.0026280000,0.0013140000,0.0006275000,1.9434095019,0.0912824455,0.2504062196,0.0022079530,0.0003490641,0.8431031631
0.1195000000,0.1440000000,0.0210000000,7.2780809034,0.2393913552,0.4611606545,5.2441260171,0.7520701228,0.0022940000,0.0011470000,0.0026020000,0.0013010000,0.0006120000,1.8668392847,0.0913366833,0.2500424254,0.0021152530,0.0003424212,0.8430790339
0.1150000000,0.1720000000,0.0465000000,6.2806138912,0.2102784971,0.3874109394,3.1069771695,0.6606093817,0.0024160000,0.0012080000,0.0024420000,0.0012210000,0.0006072500,1.6734251225,0.0915878314,0.2502420710,0.0022811767,0.0003342956,0.8430667350
0.1200000000,0.1385000000,0.0165000000,10.5878288578,0.2485720077,0.4838999759,6.8771838688,0.7809119933,0.0024700000,0.0012350000,0.0026420000,0.0013210000,0.0006390000,1.9863693896,0.0907134880,0.2496062665,0.0022715023,0.0003516962,0.8430370996
0.1170000000,0.1610000000,0.0360000000,6.1012472477,0.2190446461,0.4103883945,3.5298379777,0.6881490510,0.0023220000,0.0011610000,0.0024920000,0.0012460000,0.0006017500,1.7162166233,0.0918822551,0.2503609886,0.0021527621,0.0003356459,0.8430358352
0.1195000000,0.1420000000,0.0195000000,8.2898795819,0.2417422561,0.4673460992,5.6374025355,0.7594556959,0.0023540000,0.0011770000,0.0026120000,0.0013060000,0.0006207500,1.8984821432,0.0908849915,0.2495469588,0.0021629172,0.0003443632,0.8430019593
0.1175000000,0.1565000000,0.0320000000,6.3161935462,0.2227703645,0.4202908835,3.7477408816,0.6998537405,0.0023080000,0.0011540000,0.0025120000,0.0012560000,0.0006025000,1.7361731378,0.0915618683,0.2498314745,0.0021263798,0.0003356658,0.8429229250
0.1170000000,0.1600000000,0.0350000000,6.0617275012,0.2195762914,0.4120971141,3.5180493126,0.6898192639,0.0023100000,0.0011550000,0.0024940000,0.0012470000,0.0006005000,1.7113553059,0.0916764994,0.2497999199,0.0021350523,0.0003345275,0.8429222318
0.1155000000,0.1685000000,0.0430000000,6.1937807936,0.2124436596,0.3935278551,3.1683546944,0.6674114404,0.0023840000,0.0011920000,0.0024540000,0.0012270000,0.0006047500,1.6769106486,0.0915281702,0.2497419781,0.0022318426,0.0003337117,0.8429106492
0.1145000000,0.1750000000,0.0495000000,6.3465903115,0.2084756648,0.3823459450,3.0448988973,0.6549456169,0.0024440000,0.0012220000,0.0024320000,0.0012160000,0.0006095000,1.6678155356,0.0915397143,0.2504516895,0.0023254064,0.0003344861,0.8429083600
0.1170000000,0.1605000000,0.0355000000,6.0814738881,0.2193085825,0.4112367014,3.5239485906,0.6889782317,0.0023160000,0.0011580000,0.0024940000,0.0012470000,0.0006012500,1.7138188426,0.0917794594,0.2500803019,0.0021446682,0.0003351786,0.8429002856
0.1205000000,0.1365000000,0.0145000000,11.6735442596,0.2542334444,0.4971778832,7.9311190523,0.7986979211,0.0025140000,0.0012570000,0.0026720000,0.0013360000,0.0006482500,2.0445984966,0.0908788412,0.2498267526,0.0023260859,0.0003570630,0.8428383670
0.1170000000,0.1595000000,0.0345000000,6.0420079701,0.2198478822,0.4129699730,3.5121400938,0.6906724915,0.0023040000,0.0011520000,0.0024960000,0.0012480000,0.0006000000,1.7088241075,0.0915733742,0.2495198588,0.0021270657,0.0003340597,0.8427594673
0.1155000000,0.1695000000,0.0440000000,6.2322566235,0.2121124220,0.3923331222,3.1785798427,0.6663708267,0.0023940000,0.0011970000,0.0024520000,0.0012260000,0.0006057500,1.6803237966,0.0917261788,0.2502780734,0.0022489186,0.0003347088,0.8427102114
