Crank Radius,Link Length,Offset,Theta Angle,Phi Angle,Link Normal Stress,Xs,Vs,As
119.500,138.500,17.500,60.000,43.925,0.272,197.813,-1166.835,388.162
119.500,138.500,17.500,75.000,46.929,0.287,168.948,-1048.871,291.691
119.500,138.500,17.500,90.000,47.875,0.293,138.005,-906.599,175.342
119.500,138.500,17.500,105.000,46.929,0.287,107.090,-749.715,47.044
119.500,138.500,17.500,120.000,43.925,0.272,78.313,-588.910,-84.458
119.500,138.500,17.500,135.000,38.484,0.251,53.632,-435.144,-210.203
119.500,138.500,17.500,150.000,30.326,0.227,34.731,-298.895,-321.623
119.500,138.500,17.500,165.000,19.629,0.208,22.897,-189.448,-411.125
119.500,138.500,17.500,180.000,7.220,0.198,18.937,-114.261,-472.609
119.500,138.500,17.500,195.000,-5.547,0.197,23.120,-78.458,-501.887
119.500,138.500,17.500,210.000,-17.208,0.205,35.162,-84.480,-496.963
119.500,138.500,17.500,225.000,-26.648,0.220,54.242,-131.914,-458.173
119.500,138.500,17.500,240.000,-33.331,0.235,79.060,-217.530,-388.160
119.500,138.500,17.500,255.000,-37.220,0.246,107.924,-335.493,-291.695
119.500,138.500,17.500,270.000,-38.484,0.251,138.868,-477.763,-175.351
119.500,138.500,17.500,285.000,-37.220,0.246,169.782,-634.646,-47.056
119.500,138.500,17.500,300.000,-33.331,0.235,198.560,-795.451,84.447
119.500,138.500,17.500,315.000,-26.648,0.220,223.241,-949.218,210.196
119.500,138.500,17.500,330.000,-17.208,0.205,242.142,-1085.469,321.621
119.500,138.500,17.500,345.000,-5.547,0.197,253.977,-1194.918,411.129
119.500,138.500,17.500,360.000,7.220,0.198,257.937,-1270.106,472.618
,,,,,,,,
118.500,138.500,19.000,15.000,20.110,0.209,252.783,-1300.747,497.699
118.500,138.500,19.000,30.000,30.676,0.228,240.841,-1294.776,492.815
118.500,138.500,19.000,45.000,38.726,0.251,221.921,-1247.737,454.347
118.500,138.500,19.000,60.000,44.093,0.273,197.310,-1162.836,384.914
118.500,138.500,19.000,75.000,47.055,0.288,168.687,-1045.859,289.250
118.500,138.500,19.000,90.000,47.988,0.293,138.003,-904.777,173.874
118.500,138.500,19.000,105.000,47.055,0.288,107.347,-749.206,46.651
118.500,138.500,19.000,120.000,44.093,0.273,78.810,-589.747,-83.751
118.500,138.500,19.000,135.000,38.726,0.251,54.336,-437.268,-208.444
118.500,138.500,19.000,150.000,30.676,0.228,35.593,-302.159,-318.932
118.500,138.500,19.000,165.000,20.110,0.209,23.858,-193.628,-407.684
118.500,138.500,19.000,180.000,7.835,0.198,19.931,-119.070,-468.654
118.500,138.500,19.000,195.000,-4.822,0.197,24.080,-83.567,-497.687
118.500,138.500,19.000,210.000,-16.418,0.205,36.021,-89.538,-492.804
118.500,138.500,19.000,225.000,-25.837,0.218,54.942,-136.576,-454.339
118.500,138.500,19.000,240.000,-32.530,0.233,79.552,-221.475,-384.912
118.500,138.500,19.000,255.000,-36.438,0.244,108.174,-338.451,-289.254
118.500,138.500,19.000,270.000,-37.711,0.248,138.859,-479.531,-173.884
118.500,138.500,19.000,285.000,-36.438,0.244,169.514,-635.101,-46.662
118.500,138.500,19.000,300.000,-32.530,0.233,198.052,-794.560,83.740
118.500,138.500,19.000,315.000,-25.837,0.218,222.526,-947.040,208.437
118.500,138.500,19.000,330.000,-16.418,0.205,241.269,-1082.151,318.930
118.500,138.500,19.000,345.000,-4.822,0.197,253.004,-1190.684,407.688
118.500,138.500,19.000,360.000,7.835,0.198,256.931,-1265.243,468.663
,,,,,,,,
123.500,139.000,9.500,15.000,16.839,0.205,258.143,-1329.097,518.698
123.500,139.000,9.500,30.000,28.100,0.222,245.698,-1322.877,513.611
123.500,139.000,9.500,45.000,36.762,0.245,225.979,-1273.855,473.520
123.500,139.000,9.500,60.000,42.581,0.266,200.330,-1185.374,401.160
123.500,139.000,9.500,75.000,45.811,0.281,170.500,-1063.462,301.460
123.500,139.000,9.500,90.000,46.832,0.287,138.521,-916.429,181.218
123.500,139.000,9.500,105.000,45.811,0.281,106.572,-754.294,48.626
123.500,139.000,9.500,120.000,42.581,0.266,76.830,-588.107,-87.278
123.500,139.000,9.500,135.000,36.762,0.245,51.324,-429.193,-217.233
123.500,139.000,9.500,150.000,28.100,0.222,31.789,-288.383,-332.383
123.500,139.000,9.500,165.000,16.839,0.205,19.559,-175.270,-424.882
123.500,139.000,9.500,180.000,3.913,0.197,15.466,-97.565,-488.426
123.500,139.000,9.500,195.000,-9.219,0.199,19.789,-60.561,-518.686
123.500,139.000,9.500,210.000,-21.034,0.210,32.234,-66.782,-513.599
123.500,139.000,9.500,225.000,-30.430,0.228,51.952,-115.802,-473.512
123.500,139.000,9.500,240.000,-36.960,0.246,77.600,-204.282,-401.158
123.500,139.000,9.500,255.000,-40.695,0.259,107.430,-326.191,-301.465
123.500,139.000,9.500,270.000,-41.897,0.264,139.409,-473.223,-181.227
123.500,139.000,9.500,285.000,-40.695,0.259,171.359,-635.357,-48.639
123.500,139.000,9.500,300.000,-36.960,0.246,201.100,-801.544,87.266
123.500,139.000,9.500,315.000,-30.430,0.228,226.607,-960.459,217.225
123.500,139.000,9.500,330.000,-21.034,0.210,246.142,-1101.272,332.381
123.500,139.000,9.500,345.000,-9.219,0.199,258.373,-1214.386,424.886
123.500,139.000,9.500,360.000,3.913,0.197,262.466,-1292.093,488.436
,,,,,,,,
120.000,139.000,17.000,15.000,19.417,0.208,254.738,-1310.987,503.998
120.000,139.000,17.000,30.000,30.141,0.227,242.646,-1304.943,499.055
120.000,139.000,17.000,45.000,38.326,0.250,223.486,-1257.310,460.101
120.000,139.000,17.000,60.000,43.791,0.272,198.564,-1171.336,389.791
120.000,139.000,17.000,75.000,46.811,0.287,169.579,-1052.880,292.917
120.000,139.000,17.000,90.000,47.762,0.292,138.506,-910.013,176.082
120.000,139.000,17.000,105.000,46.811,0.287,107.463,-752.474,47.248
120.000,139.000,17.000,120.000,43.791,0.272,78.564,-590.996,-84.805
120.000,139.000,17.000,135.000,38.326,0.250,53.780,-436.586,-211.077
120.000,139.000,17.000,150.000,30.141,0.227,34.800,-299.766,-322.964
120.000,139.000,17.000,165.000,19.417,0.208,22.916,-189.859,-412.841
120.000,139.000,17.000,180.000,6.990,0.198,18.939,-114.356,-474.584
120.000,139.000,17.000,195.000,-5.785,0.197,23.139,-78.401,-503.986
120.000,139.000,17.000,210.000,-17.443,0.206,35.232,-84.446,-499.044
120.000,139.000,17.000,225.000,-26.871,0.220,54.391,-132.077,-460.093
120.000,139.000,17.000,240.000,-33.540,0.235,79.312,-218.049,-389.789
120.000,139.000,17.000,255.000,-37.416,0.247,108.297,-336.504,-292.921
120.000,139.000,17.000,270.000,-38.676,0.251,139.370,-479.369,-176.091
120.000,139.000,17.000,285.000,-37.416,0.247,170.414,-636.908,-47.260
120.000,139.000,17.000,300.000,-33.540,0.235,199.312,-798.385,84.794
120.000,139.000,17.000,315.000,-26.871,0.220,224.097,-952.796,211.069
120.000,139.000,17.000,330.000,-17.443,0.206,243.078,-1089.618,322.962
120.000,139.000,17.000,345.000,-5.785,0.197,254.962,-1199.527,412.845
120.000,139.000,17.000,360.000,6.990,0.198,258.939,-1275.032,474.593
,,,,,,,,
123.500,139.500,9.500,15.000,16.781,0.205,258.643,-1331.597,518.697
123.500,139.500,9.500,30.000,28.008,0.222,246.199,-1325.379,513.612
123.500,139.500,9.500,45.000,36.652,0.245,226.480,-1276.359,473.523
123.500,139.500,9.500,60.000,42.465,0.266,200.832,-1187.879,401.164
123.500,139.500,9.500,75.000,45.697,0.281,171.002,-1065.969,301.466
123.500,139.500,9.500,90.000,46.718,0.286,139.022,-918.937,181.224
123.500,139.500,9.500,105.000,45.697,0.281,107.073,-756.803,48.633
123.500,139.500,9.500,120.000,42.465,0.266,77.332,-590.616,-87.271
123.500,139.500,9.500,135.000,36.652,0.245,51.825,-431.702,-217.227
123.500,139.500,9.500,150.000,28.008,0.222,32.290,-290.889,-332.378
123.500,139.500,9.500,165.000,16.781,0.205,20.059,-177.776,-424.878
123.500,139.500,9.500,180.000,3.899,0.197,15.966,-100.068,-488.424
123.500,139.500,9.500,195.000,-9.187,0.199,20.289,-63.063,-518.685
123.500,139.500,9.500,210.000,-20.962,0.210,32.733,-69.281,-513.600
123.500,139.500,9.500,225.000,-30.333,0.227,52.451,-118.299,-473.515
123.500,139.500,9.500,240.000,-36.849,0.245,78.099,-206.777,-401.162
123.500,139.500,9.500,255.000,-40.581,0.258,107.929,-328.685,-301.470
123.500,139.500,9.500,270.000,-41.782,0.263,139.908,-475.716,-181.234
123.500,139.500,9.500,285.000,-40.581,0.258,171.857,-637.849,-48.645
123.500,139.500,9.500,300.000,-36.849,0.245,201.599,-804.036,87.260
123.500,139.500,9.500,315.000,-30.333,0.227,227.106,-962.952,217.219
123.500,139.500,9.500,330.000,-20.962,0.210,246.641,-1103.766,332.376
123.500,139.500,9.500,345.000,-9.187,0.199,258.872,-1216.882,424.882
123.500,139.500,9.500,360.000,3.899,0.197,262.966,-1294.591,488.433
,,,,,,,,
123.000,139.500,11.000,15.000,17.318,0.206,258.155,-1329.002,516.597
123.000,139.500,11.000,30.000,28.455,0.223,245.761,-1322.809,511.532
123.000,139.500,11.000,45.000,37.013,0.246,226.123,-1273.988,471.606
123.000,139.500,11.000,60.000,42.758,0.267,200.578,-1185.866,399.540
123.000,139.500,11.000,75.000,45.948,0.282,170.869,-1064.450,300.245
123.000,139.500,11.000,90.000,46.955,0.287,139.019,-918.013,180.490
123.000,139.500,11.000,105.000,45.948,0.282,107.199,-756.535,48.436
123.000,139.500,11.000,120.000,42.758,0.267,77.578,-591.021,-86.918
123.000,139.500,11.000,135.000,37.013,0.246,52.174,-432.750,-216.348
123.000,139.500,11.000,150.000,28.455,0.223,32.719,-292.508,-331.032
123.000,139.500,11.000,165.000,17.318,0.206,20.538,-179.852,-423.158
123.000,139.500,11.000,180.000,4.513,0.197,16.461,-102.459,-486.446
123.000,139.500,11.000,195.000,-8.526,0.198,20.766,-65.604,-516.585
123.000,139.500,11.000,210.000,-20.291,0.209,33.160,-71.797,-511.521
123.000,139.500,11.000,225.000,-29.684,0.226,52.798,-120.617,-471.598
123.000,139.500,11.000,240.000,-36.238,0.243,78.342,-208.736,-399.538
123.000,139.500,11.000,255.000,-40.002,0.256,108.051,-330.151,-300.250
123.000,139.500,11.000,270.000,-41.216,0.261,139.901,-476.586,-180.500
123.000,139.500,11.000,285.000,-40.002,0.256,171.721,-638.063,-48.448
123.000,139.500,11.000,300.000,-36.238,0.243,201.342,-803.578,86.906
123.000,139.500,11.000,315.000,-29.684,0.226,226.746,-961.850,216.340
123.000,139.500,11.000,330.000,-20.291,0.209,246.202,-1102.094,331.030
123.000,139.500,11.000,345.000,-8.526,0.198,258.384,-1214.751,423.162
123.000,139.500,11.000,360.000,4.513,0.197,262.461,-1292.146,486.456
,,,,,,,,
122.000,139.500,13.500,15.000,18.193,0.207,257.181,-1323.822,512.397
122.000,139.500,13.500,30.000,29.165,0.225,244.888,-1317.679,507.373
122.000,139.500,13.500,45.000,37.572,0.248,225.409,-1269.255,467.772
122.000,139.500,13.500,60.000,43.202,0.269,200.072,-1181.850,396.291
122.000,139.500,13.500,75.000,46.321,0.284,170.604,-1061.420,297.804
122.000,139.500,13.500,90.000,47.305,0.289,139.013,-916.174,179.023
122.000,139.500,13.500,105.000,46.321,0.284,107.453,-756.009,48.042
122.000,139.500,13.500,120.000,43.202,0.269,78.072,-591.840,-86.212
122.000,139.500,13.500,135.000,37.572,0.248,52.875,-434.856,-214.589
122.000,139.500,13.500,150.000,29.165,0.225,33.578,-295.754,-328.341
122.000,139.500,13.500,165.000,18.193,0.207,21.495,-184.014,-419.718
122.000,139.500,13.500,180.000,5.536,0.197,17.452,-107.251,-482.491
122.000,139.500,13.500,195.000,-7.403,0.198,21.722,-70.695,-512.385
122.000,139.500,13.500,210.000,-19.135,0.208,34.015,-76.837,-507.362
122.000,139.500,13.500,225.000,-28.550,0.223,53.494,-125.260,-467.764
122.000,139.500,13.500,240.000,-35.157,0.240,78.830,-212.664,-396.290
122.000,139.500,13.500,255.000,-38.970,0.252,108.298,-333.091,-297.809
122.000,139.500,13.500,270.000,-40.204,0.257,139.888,-478.336,-179.032
122.000,139.500,13.500,285.000,-38.970,0.252,171.449,-638.500,-48.054
122.000,139.500,13.500,300.000,-35.157,0.240,200.830,-802.669,86.200
122.000,139.500,13.500,315.000,-28.550,0.223,226.028,-959.654,214.581
122.000,139.500,13.500,330.000,-19.135,0.208,245.325,-1098.758,328.339
122.000,139.500,13.500,345.000,-7.403,0.198,257.408,-1210.500,419.722
122.000,139.500,13.500,360.000,5.536,0.197,261.452,-1287.265,482.501
,,,,,,,,
121.500,139.500,14.500,15.000,18.532,0.207,256.695,-1321.236,510.297
121.500,139.500,14.500,30.000,29.430,0.225,244.452,-1315.118,505.294
121.500,139.500,14.500,45.000,37.772,0.248,225.053,-1266.892,465.855
121.500,139.500,14.500,60.000,43.355,0.270,199.820,-1179.846,394.667
121.500,139.500,14.500,75.000,46.446,0.285,170.473,-1059.910,296.584
121.500,139.500,14.500,90.000,47.421,0.290,139.012,-915.258,178.289
121.500,139.500,14.500,105.000,46.446,0.285,107.580,-755.750,47.845
121.500,139.500,14.500,120.000,43.355,0.270,78.320,-592.254,-85.858
121.500,139.500,14.500,135.000,37.772,0.248,53.226,-435.913,-213.709
121.500,139.500,14.500,150.000,29.430,0.225,34.008,-297.382,-326.996
121.500,139.500,14.500,165.000,18.532,0.207,21.975,-186.100,-417.998
121.500,139.500,14.500,180.000,5.945,0.197,17.948,-109.651,-480.514
121.500,139.500,14.500,195.000,-6.943,0.198,22.201,-73.245,-510.285
121.500,139.500,14.500,210.000,-18.650,0.207,34.444,-79.362,-505.283
121.500,139.500,14.500,225.000,-28.067,0.222,53.842,-127.587,-465.847
121.500,139.500,14.500,240.000,-34.690,0.239,79.075,-214.632,-394.665
121.500,139.500,14.500,255.000,-38.521,0.251,108.422,-334.566,-296.588
121.500,139.500,14.500,270.000,-39.763,0.255,139.883,-479.215,-178.298
121.500,139.500,14.500,285.000,-38.521,0.251,171.315,-638.723,-47.857
121.500,139.500,14.500,300.000,-34.690,0.239,200.575,-802.219,85.847
121.500,139.500,14.500,315.000,-28.067,0.222,225.669,-958.561,213.702
121.500,139.500,14.500,330.000,-18.650,0.207,244.888,-1097.094,326.994
121.500,139.500,14.500,345.000,-6.943,0.198,256.921,-1208.379,418.002
121.500,139.500,14.500,360.000,5.945,0.197,260.948,-1284.829,480.524
,,,,,,,,
121.000,139.500,15.500,15.000,18.870,0.207,256.209,-1318.650,508.197
121.000,139.500,15.500,30.000,29.694,0.226,244.016,-1312.557,503.215
121.000,139.500,15.500,45.000,37.971,0.249,224.697,-1264.530,463.938
121.000,139.500,15.500,60.000,43.507,0.271,199.568,-1177.842,393.043
121.000,139.500,15.500,75.000,46.570,0.285,170.342,-1058.399,295.363
121.000,139.500,15.500,90.000,47.536,0.291,139.010,-914.343,177.555
121.000,139.500,15.500,105.000,46.570,0.285,107.708,-755.491,47.648
121.000,139.500,15.500,120.000,43.507,0.271,78.568,-592.668,-85.505
121.000,139.500,15.500,135.000,37.971,0.249,53.577,-436.971,-212.830
121.000,139.500,15.500,150.000,29.694,0.226,34.438,-299.009,-325.650
121.000,139.500,15.500,165.000,18.870,0.207,22.455,-188.185,-416.277
121.000,139.500,15.500,180.000,6.353,0.197,18.444,-112.051,-478.537
121.000,139.500,15.500,195.000,-6.483,0.197,22.680,-75.794,-508.185
121.000,139.500,15.500,210.000,-18.164,0.206,34.872,-81.887,-503.203
121.000,139.500,15.500,225.000,-27.581,0.221,54.191,-129.913,-463.930
121.000,139.500,15.500,240.000,-34.220,0.237,79.320,-216.600,-393.041
121.000,139.500,15.500,255.000,-38.068,0.249,108.546,-336.040,-295.368
121.000,139.500,15.500,270.000,-39.317,0.254,139.878,-480.095,-177.565
121.000,139.500,15.500,285.000,-38.068,0.249,171.180,-638.946,-47.660
121.000,139.500,15.500,300.000,-34.220,0.237,200.320,-801.769,85.494
121.000,139.500,15.500,315.000,-27.581,0.221,225.311,-957.468,212.822
121.000,139.500,15.500,330.000,-18.164,0.206,244.450,-1095.431,325.648
121.000,139.500,15.500,345.000,-6.483,0.197,256.434,-1206.257,416.282
121.000,139.500,15.500,360.000,6.353,0.197,260.444,-1282.393,478.546
,,,,,,,,
120.500,139.500,16.500,15.000,19.207,0.208,255.723,-1316.064,506.097
120.500,139.500,16.500,30.000,29.957,0.226,243.581,-1309.997,501.135
120.500,139.500,16.500,45.000,38.169,0.250,224.341,-1262.168,462.020
120.500,139.500,16.500,60.000,43.658,0.271,199.316,-1175.838,391.419
120.500,139.500,16.500,75.000,46.693,0.286,170.211,-1056.889,294.143
120.500,139.500,16.500,90.000,47.650,0.291,139.008,-913.428,176.822
120.500,139.500,16.500,105.000,46.693,0.286,107.835,-755.232,47.451
120.500,139.500,16.500,120.000,43.658,0.271,78.816,-593.082,-85.152
120.500,139.500,16.500,135.000,38.169,0.250,53.929,-438.028,-211.950
120.500,139.500,16.500,150.000,29.957,0.226,34.869,-300.637,-324.304
120.500,139.500,16.500,165.000,19.207,0.208,22.935,-190.271,-414.557
120.500,139.500,16.500,180.000,6.761,0.198,18.941,-114.451,-476.559
120.500,139.500,16.500,195.000,-6.021,0.197,23.159,-78.344,-506.085
120.500,139.500,16.500,210.000,-17.676,0.206,35.301,-84.412,-501.124
120.500,139.500,16.500,225.000,-27.092,0.220,54.540,-132.239,-462.013
120.500,139.500,16.500,240.000,-33.746,0.236,79.565,-218.568,-391.417
120.500,139.500,16.500,255.000,-37.611,0.248,108.670,-337.515,-294.147
120.500,139.500,16.500,270.000,-38.867,0.252,139.872,-480.974,-176.831
120.500,139.500,16.500,285.000,-37.611,0.248,171.045,-639.169,-47.463
120.500,139.500,16.500,300.000,-33.746,0.236,200.065,-801.319,85.140
120.500,139.500,16.500,315.000,-27.092,0.220,224.952,-956.374,211.943
120.500,139.500,16.500,330.000,-17.676,0.206,244.013,-1093.768,324.302
120.500,139.500,16.500,345.000,-6.021,0.197,255.947,-1204.136,414.562
120.500,139.500,16.500,360.000,6.761,0.198,259.941,-1279.957,476.569
,,,,,,,,
122.500,140.000,12.500,15.000,17.792,0.206,258.168,-1328.908,514.497
122.500,140.000,12.500,30.000,28.806,0.224,245.824,-1322.742,509.454
122.500,140.000,12.500,45.000,37.261,0.247,226.266,-1274.121,469.692
122.500,140.000,12.500,60.000,42.934,0.268,200.826,-1186.359,397.920
122.500,140.000,12.500,75.000,46.082,0.283,171.237,-1065.438,299.030
122.500,140.000,12.500,90.000,47.077,0.288,139.517,-919.597,179.763
122.500,140.000,12.500,105.000,46.082,0.283,107.827,-758.776,48.246
122.500,140.000,12.500,120.000,42.934,0.268,78.326,-593.935,-86.558
122.500,140.000,12.500,135.000,37.261,0.247,53.025,-436.307,-215.462
122.500,140.000,12.500,150.000,28.806,0.224,33.648,-296.634,-329.682
122.500,140.000,12.500,165.000,17.792,0.206,21.516,-184.434,-421.434
122.500,140.000,12.500,180.000,5.109,0.197,17.455,-107.354,-484.467
122.500,140.000,12.500,195.000,-7.835,0.198,21.743,-70.646,-514.485
122.500,140.000,12.500,210.000,-19.550,0.208,34.086,-76.812,-509.443
122.500,140.000,12.500,225.000,-28.937,0.224,53.644,-125.431,-469.684
122.500,140.000,12.500,240.000,-35.512,0.241,79.084,-213.191,-397.918
122.500,140.000,12.500,255.000,-39.302,0.254,108.672,-334.111,-299.035
122.500,140.000,12.500,270.000,-40.527,0.258,140.392,-479.950,-179.772
122.500,140.000,12.500,285.000,-39.302,0.254,172.083,-640.770,-48.258
122.500,140.000,12.500,300.000,-35.512,0.241,201.584,-805.612,86.547
122.500,140.000,12.500,315.000,-28.937,0.224,226.885,-963.241,215.454
122.500,140.000,12.500,330.000,-19.550,0.208,246.262,-1102.916,329.680
122.500,140.000,12.500,345.000,-7.835,0.198,258.394,-1215.117,421.438
122.500,140.000,12.500,360.000,5.109,0.197,262.455,-1292.199,484.476
,,,,,,,,
119.500,140.000,18.500,15.000,19.811,0.209,255.251,-1313.393,501.897
119.500,140.000,18.500,30.000,30.383,0.227,243.210,-1307.378,496.977
119.500,140.000,18.500,45.000,38.452,0.251,224.131,-1259.948,458.189
119.500,140.000,18.500,60.000,43.843,0.272,199.314,-1174.336,388.175
119.500,140.000,18.500,75.000,46.825,0.287,170.450,-1056.376,291.707
119.500,140.000,18.500,90.000,47.766,0.292,139.506,-914.106,175.360
119.500,140.000,18.500,105.000,46.825,0.287,108.592,-757.224,47.064
119.500,140.000,18.500,120.000,43.843,0.272,79.814,-596.420,-84.439
119.500,140.000,18.500,135.000,38.452,0.251,55.132,-442.652,-210.186
119.500,140.000,18.500,150.000,30.383,0.227,36.230,-306.399,-321.608
119.500,140.000,18.500,165.000,19.811,0.209,24.395,-196.947,-411.113
119.500,140.000,18.500,180.000,7.549,0.198,20.434,-121.755,-472.602
119.500,140.000,18.500,195.000,-5.080,0.197,24.616,-85.946,-501.885
119.500,140.000,18.500,210.000,-16.639,0.205,36.657,-91.961,-496.966
119.500,140.000,18.500,225.000,-26.021,0.218,55.736,-139.390,-458.181
119.500,140.000,18.500,240.000,-32.685,0.233,80.553,-225.001,-388.173
119.500,140.000,18.500,255.000,-36.574,0.244,109.417,-342.959,-291.711
119.500,140.000,18.500,270.000,-37.841,0.248,140.360,-485.227,-175.369
119.500,140.000,18.500,285.000,-36.574,0.244,171.275,-642.108,-47.075
119.500,140.000,18.500,300.000,-32.685,0.233,200.053,-802.913,84.428
119.500,140.000,18.500,315.000,-26.021,0.218,224.735,-956.682,210.178
119.500,140.000,18.500,330.000,-16.639,0.205,243.637,-1092.936,321.606
119.500,140.000,18.500,345.000,-5.080,0.197,255.473,-1202.390,411.117
119.500,140.000,18.500,360.000,7.549,0.198,259.434,-1277.584,472.611
,,,,,,,,
123.500,140.500,10.000,15.000,16.860,0.205,259.642,-1336.588,518.696
123.500,140.500,10.000,30.000,28.004,0.222,247.199,-1330.374,513.614
123.500,140.500,10.000,45.000,36.591,0.244,227.481,-1281.358,473.529
123.500,140.500,10.000,60.000,42.374,0.266,201.833,-1192.882,401.172
123.500,140.500,10.000,75.000,45.592,0.280,172.003,-1070.975,301.477
123.500,140.500,10.000,90.000,46.611,0.286,140.024,-923.945,181.236
123.500,140.500,10.000,105.000,45.592,0.280,108.075,-761.811,48.646
123.500,140.500,10.000,120.000,42.374,0.266,78.333,-595.624,-87.258
123.500,140.500,10.000,135.000,36.591,0.244,52.826,-436.709,-217.215
123.500,140.500,10.000,150.000,28.004,0.222,33.290,-295.894,-332.368
123.500,140.500,10.000,165.000,16.860,0.205,21.059,-182.777,-424.870
123.500,140.500,10.000,180.000,4.075,0.197,16.964,-105.066,-488.419
123.500,140.500,10.000,195.000,-8.921,0.199,21.286,-68.057,-518.684
123.500,140.500,10.000,210.000,-20.630,0.210,33.730,-74.271,-513.602
123.500,140.500,10.000,225.000,-29.966,0.226,53.447,-123.285,-473.521
123.500,140.500,10.000,240.000,-36.474,0.244,79.095,-211.759,-401.171
123.500,140.500,10.000,255.000,-40.208,0.257,108.924,-333.664,-301.481
123.500,140.500,10.000,270.000,-41.413,0.262,140.903,-480.693,-181.246
123.500,140.500,10.000,285.000,-40.208,0.257,172.853,-642.825,-48.658
123.500,140.500,10.000,300.000,-36.474,0.244,202.595,-809.013,87.247
123.500,140.500,10.000,315.000,-29.966,0.226,228.103,-967.929,217.207
123.500,140.500,10.000,330.000,-20.630,0.210,247.638,-1108.746,332.366
123.500,140.500,10.000,345.000,-8.921,0.199,259.870,-1221.865,424.875
123.500,140.500,10.000,360.000,4.075,0.197,263.964,-1299.577,488.429
,,,,,,,,
123.000,140.500,11.500,15.000,17.393,0.206,259.155,-1333.993,516.596
123.000,140.500,11.500,30.000,28.448,0.223,246.761,-1327.804,511.534
123.000,140.500,11.500,45.000,36.950,0.246,227.123,-1278.987,471.611
123.000,140.500,11.500,60.000,42.665,0.267,201.579,-1190.869,399.548
123.000,140.500,11.500,75.000,45.842,0.282,171.870,-1069.456,300.256
123.000,140.500,11.500,90.000,46.847,0.287,140.021,-923.021,180.503
123.000,140.500,11.500,105.000,45.842,0.282,108.201,-761.544,48.449
123.000,140.500,11.500,120.000,42.665,0.267,78.579,-596.030,-86.905
123.000,140.500,11.500,135.000,36.950,0.246,53.175,-437.757,-216.335
123.000,140.500,11.500,150.000,28.448,0.223,33.719,-297.513,-331.022
123.000,140.500,11.500,165.000,17.393,0.206,21.537,-184.854,-423.150
123.000,140.500,11.500,180.000,4.684,0.197,17.459,-107.457,-486.442
123.000,140.500,11.500,195.000,-8.264,0.198,21.763,-70.598,-516.584
123.000,140.500,11.500,210.000,-19.962,0.209,34.157,-76.787,-511.523
123.000,140.500,11.500,225.000,-29.319,0.225,53.794,-125.602,-471.604
123.000,140.500,11.500,240.000,-35.862,0.242,79.338,-213.719,-399.546
123.000,140.500,11.500,255.000,-39.628,0.255,109.047,-335.130,-300.261
123.000,140.500,11.500,270.000,-40.845,0.259,140.896,-481.564,-180.512
123.000,140.500,11.500,285.000,-39.628,0.255,172.716,-643.040,-48.461
123.000,140.500,11.500,300.000,-35.862,0.242,202.338,-808.554,86.894
123.000,140.500,11.500,315.000,-29.319,0.225,227.742,-966.828,216.328
123.000,140.500,11.500,330.000,-19.962,0.209,247.199,-1107.074,331.020
123.000,140.500,11.500,345.000,-8.264,0.198,259.381,-1219.735,423.155
123.000,140.500,11.500,360.000,4.684,0.197,263.459,-1297.133,486.451
,,,,,,,,
122.000,140.500,14.000,15.000,18.262,0.207,258.181,-1328.813,512.396
122.000,140.500,14.000,30.000,29.153,0.225,245.888,-1322.674,507.376
122.000,140.500,14.000,45.000,37.505,0.247,226.410,-1274.254,467.777
122.000,140.500,14.000,60.000,43.107,0.269,201.074,-1186.853,396.300
122.000,140.500,14.000,75.000,46.215,0.284,171.606,-1066.426,297.815
122.000,140.500,14.000,90.000,47.197,0.289,140.015,-921.182,179.035
122.000,140.500,14.000,105.000,46.215,0.284,108.454,-761.018,48.055
122.000,140.500,14.000,120.000,43.107,0.269,79.074,-596.849,-86.198
122.000,140.500,14.000,135.000,37.505,0.247,53.876,-439.863,-214.577
122.000,140.500,14.000,150.000,29.153,0.225,34.578,-300.759,-328.331
122.000,140.500,14.000,165.000,18.262,0.207,22.495,-189.016,-419.710
122.000,140.500,14.000,180.000,5.700,0.197,18.450,-112.249,-482.487
122.000,140.500,14.000,195.000,-7.149,0.198,22.720,-75.689,-512.384
122.000,140.500,14.000,210.000,-18.811,0.207,35.012,-81.828,-507.364
122.000,140.500,14.000,225.000,-28.188,0.223,54.490,-130.247,-467.770
122.000,140.500,14.000,240.000,-34.782,0.239,79.826,-217.646,-396.298
122.000,140.500,14.000,255.000,-38.596,0.251,109.293,-338.071,-297.819
122.000,140.500,14.000,270.000,-39.831,0.255,140.884,-483.314,-179.044
122.000,140.500,14.000,285.000,-38.596,0.251,172.445,-643.477,-48.067
122.000,140.500,14.000,300.000,-34.782,0.239,201.826,-807.646,86.187
122.000,140.500,14.000,315.000,-28.188,0.223,227.024,-964.633,214.569
122.000,140.500,14.000,330.000,-18.811,0.207,246.322,-1103.738,328.329
122.000,140.500,14.000,345.000,-7.149,0.198,258.405,-1215.483,419.714
122.000,140.500,14.000,360.000,5.700,0.197,262.450,-1292.252,482.496
,,,,,,,,
121.500,140.500,15.000,15.000,18.598,0.207,257.695,-1326.227,510.296
121.500,140.500,15.000,30.000,29.416,0.225,245.452,-1320.114,505.296
121.500,140.500,15.000,45.000,37.704,0.248,226.054,-1271.892,465.860
