Crank Radius,Link Length,Offset,Theta Angle,Phi Angle,Link Normal Stress,Xs,Vs,As
119.000,171.500,36.000,120.000,41.531,0.262,111.594,-754.556,-83.758
119.000,171.500,36.000,135.000,36.935,0.245,87.004,-601.400,-209.005
119.000,171.500,36.000,150.000,30.282,0.227,68.164,-465.662,-320.008
119.000,171.500,36.000,165.000,21.757,0.211,56.360,-356.591,-409.203
119.000,171.500,36.000,180.000,11.939,0.201,52.395,-281.620,-470.511
119.000,171.500,36.000,195.000,1.737,0.196,56.540,-245.859,-499.756
119.000,171.500,36.000,210.000,-7.826,0.198,68.511,-251.743,-494.944
119.000,171.500,36.000,225.000,-15.874,0.204,87.495,-298.873,-456.402
119.000,171.500,36.000,240.000,-21.836,0.211,112.195,-384.037,-386.758
119.000,171.500,36.000,255.000,-25.453,0.217,140.931,-501.431,-290.757
119.000,171.500,36.000,270.000,-26.659,0.220,171.742,-643.054,-174.942
119.000,171.500,36.000,285.000,-25.453,0.217,202.529,-799.255,-47.204
119.000,171.500,36.000,300.000,-21.836,0.211,231.195,-959.391,83.752
119.000,171.500,36.000,315.000,-15.874,0.204,255.786,-1112.547,209.001
119.000,171.500,36.000,330.000,-7.826,0.198,274.626,-1248.286,320.007
119.000,171.500,36.000,345.000,1.737,0.196,286.430,-1357.358,409.205
119.000,171.500,36.000,360.000,11.939,0.201,290.395,-1432.330,470.516
,,,,,,,,
117.500,171.500,40.000,15.000,22.868,0.213,284.791,-1460.330,493.463
117.500,171.500,40.000,30.000,31.198,0.229,272.970,-1454.519,488.711
117.500,171.500,40.000,45.000,37.681,0.248,254.226,-1407.983,450.653
117.500,171.500,40.000,60.000,42.148,0.265,229.836,-1323.892,381.884
117.500,171.500,40.000,75.000,44.703,0.276,201.463,-1207.977,287.090
117.500,171.500,40.000,90.000,45.528,0.280,171.040,-1068.138,172.732
117.500,171.500,40.000,105.000,44.703,0.276,140.641,-913.905,46.602
117.500,171.500,40.000,120.000,42.148,0.265,112.336,-755.788,-82.702
117.500,171.500,40.000,135.000,37.681,0.248,88.056,-604.563,-206.370
117.500,171.500,40.000,150.000,31.198,0.229,69.454,-470.536,-315.974
117.500,171.500,40.000,165.000,22.868,0.213,57.798,-362.840,-404.045
117.500,171.500,40.000,180.000,13.243,0.202,53.883,-288.814,-464.581
117.500,171.500,40.000,195.000,3.202,0.197,57.976,-253.503,-493.456
117.500,171.500,40.000,210.000,-6.252,0.197,69.797,-259.314,-488.705
117.500,171.500,40.000,225.000,-14.243,0.202,88.541,-305.850,-450.649
117.500,171.500,40.000,240.000,-20.189,0.209,112.930,-389.940,-381.883
117.500,171.500,40.000,255.000,-23.809,0.214,141.303,-505.854,-287.092
117.500,171.500,40.000,270.000,-25.019,0.217,171.726,-645.692,-172.736
117.500,171.500,40.000,285.000,-23.809,0.214,202.125,-799.925,-46.608
117.500,171.500,40.000,300.000,-20.189,0.209,230.430,-958.042,82.697
117.500,171.500,40.000,315.000,-14.243,0.202,254.711,-1109.267,206.366
117.500,171.500,40.000,330.000,-6.252,0.197,273.313,-1243.295,315.973
117.500,171.500,40.000,345.000,3.202,0.197,284.968,-1350.993,404.047
117.500,171.500,40.000,360.000,13.243,0.202,288.883,-1425.019,464.585
,,,,,,,,
116.500,171.500,42.500,15.000,23.553,0.214,283.818,-1455.158,489.263
116.500,171.500,42.500,30.000,31.756,0.231,272.098,-1449.397,484.551
116.500,171.500,42.500,45.000,38.130,0.249,253.513,-1403.256,446.818
116.500,171.500,42.500,60.000,42.516,0.266,229.331,-1319.881,378.634
116.500,171.500,42.500,75.000,45.022,0.278,201.200,-1204.953,284.647
116.500,171.500,42.500,90.000,45.830,0.282,171.036,-1066.304,171.262
116.500,171.500,42.500,105.000,45.022,0.278,140.895,-913.383,46.206
116.500,171.500,42.500,120.000,42.516,0.266,112.831,-756.612,-81.998
116.500,171.500,42.500,135.000,38.130,0.249,88.758,-606.675,-204.614
116.500,171.500,42.500,150.000,31.756,0.231,70.314,-473.788,-313.285
116.500,171.500,42.500,165.000,23.553,0.214,58.758,-367.008,-400.606
116.500,171.500,42.500,180.000,14.054,0.202,54.876,-293.613,-460.627
116.500,171.500,42.500,195.000,4.122,0.197,58.934,-258.602,-489.257
116.500,171.500,42.500,210.000,-5.254,0.197,70.654,-264.364,-484.546
116.500,171.500,42.500,225.000,-13.203,0.202,89.238,-310.504,-446.814
116.500,171.500,42.500,240.000,-19.133,0.208,113.420,-393.878,-378.633
116.500,171.500,42.500,255.000,-22.751,0.213,141.552,-508.805,-284.649
116.500,171.500,42.500,270.000,-23.962,0.215,171.716,-647.453,-171.266
116.500,171.500,42.500,285.000,-22.751,0.213,201.856,-800.373,-46.212
116.500,171.500,42.500,300.000,-19.133,0.208,229.920,-957.145,81.993
116.500,171.500,42.500,315.000,-13.203,0.202,253.994,-1107.083,204.610
116.500,171.500,42.500,330.000,-5.254,0.197,272.438,-1239.971,313.284
116.500,171.500,42.500,345.000,4.122,0.197,283.994,-1346.751,400.608
116.500,171.500,42.500,360.000,14.054,0.202,287.876,-1420.148,460.631
,,,,,,,,
115.000,171.500,46.000,15.000,24.496,0.216,282.360,-1447.404,482.963
115.000,171.500,46.000,30.000,32.517,0.233,270.791,-1441.717,478.312
115.000,171.500,46.000,45.000,38.734,0.252,252.446,-1396.170,441.065
115.000,171.500,46.000,60.000,43.005,0.268,228.575,-1313.869,373.759
115.000,171.500,46.000,75.000,45.443,0.280,200.806,-1200.420,280.982
115.000,171.500,46.000,90.000,46.228,0.284,171.030,-1063.556,169.056
115.000,171.500,46.000,105.000,45.443,0.280,141.277,-912.605,45.611
115.000,171.500,46.000,120.000,43.005,0.268,113.575,-757.852,-80.943
115.000,171.500,46.000,135.000,38.734,0.252,89.811,-609.845,-201.980
115.000,171.500,46.000,150.000,32.517,0.233,71.605,-478.669,-309.251
115.000,171.500,46.000,165.000,24.496,0.216,60.198,-373.265,-395.448
115.000,171.500,46.000,180.000,15.184,0.203,56.366,-300.814,-454.696
115.000,171.500,46.000,195.000,5.416,0.197,60.371,-266.254,-482.957
115.000,171.500,46.000,210.000,-3.839,0.197,71.941,-271.941,-478.307
115.000,171.500,46.000,225.000,-11.716,0.200,90.286,-317.487,-441.061
115.000,171.500,46.000,240.000,-17.615,0.206,114.156,-399.788,-373.758
115.000,171.500,46.000,255.000,-21.225,0.210,141.925,-513.236,-280.984
115.000,171.500,46.000,270.000,-22.435,0.212,171.701,-650.099,-169.061
115.000,171.500,46.000,285.000,-21.225,0.210,201.454,-801.050,-45.617
115.000,171.500,46.000,300.000,-17.615,0.206,229.156,-955.803,80.937
115.000,171.500,46.000,315.000,-11.716,0.200,252.920,-1103.811,201.976
115.000,171.500,46.000,330.000,-3.839,0.197,271.126,-1234.987,309.250
115.000,171.500,46.000,345.000,5.416,0.197,282.534,-1340.393,395.450
115.000,171.500,46.000,360.000,15.184,0.203,286.366,-1412.844,454.701
,,,,,,,,
121.000,172.000,29.500,15.000,19.840,0.209,288.700,-1480.958,508.161
121.000,172.000,29.500,30.000,28.631,0.224,276.527,-1474.976,503.269
121.000,172.000,29.500,45.000,35.533,0.241,257.225,-1427.054,464.079
121.000,172.000,29.500,60.000,40.325,0.257,232.109,-1340.460,393.262
121.000,172.000,29.500,75.000,43.084,0.269,202.891,-1221.093,295.645
121.000,172.000,29.500,90.000,43.977,0.273,171.562,-1077.090,177.881
121.000,172.000,29.500,105.000,43.084,0.269,140.257,-918.262,47.995
121.000,172.000,29.500,120.000,40.325,0.257,111.109,-755.436,-85.161
121.000,172.000,29.500,135.000,35.533,0.241,86.105,-599.706,-212.513
121.000,172.000,29.500,150.000,28.631,0.224,66.949,-461.686,-325.383
121.000,172.000,29.500,165.000,19.840,0.209,54.946,-350.780,-416.077
121.000,172.000,29.500,180.000,9.779,0.199,50.914,-274.548,-478.417
121.000,172.000,29.500,195.000,-0.605,0.196,55.128,-238.184,-508.155
121.000,172.000,29.500,210.000,-10.271,0.199,67.301,-244.167,-503.263
121.000,172.000,29.500,225.000,-18.346,0.207,86.603,-292.087,-464.075
121.000,172.000,29.500,240.000,-24.287,0.215,111.719,-378.681,-393.261
121.000,172.000,29.500,255.000,-27.871,0.222,140.937,-498.047,-295.648
121.000,172.000,29.500,270.000,-29.063,0.224,172.266,-642.049,-177.886
121.000,172.000,29.500,285.000,-27.871,0.222,203.571,-800.876,-48.001
121.000,172.000,29.500,300.000,-24.287,0.215,232.719,-963.703,85.155
121.000,172.000,29.500,315.000,-18.346,0.207,257.723,-1119.433,212.509
121.000,172.000,29.500,330.000,-10.271,0.199,276.879,-1257.455,325.382
121.000,172.000,29.500,345.000,-0.605,0.196,288.882,-1368.361,416.080
121.000,172.000,29.500,360.000,9.779,0.199,292.914,-1444.594,478.422
,,,,,,,,
120.500,172.000,31.500,15.000,20.423,0.209,288.212,-1478.361,506.061
120.500,172.000,31.500,30.000,29.134,0.225,276.089,-1472.404,501.189
120.500,172.000,31.500,45.000,35.961,0.242,256.867,-1424.680,462.161
120.500,172.000,31.500,60.000,40.695,0.259,231.855,-1338.443,391.637
120.500,172.000,31.500,75.000,43.416,0.270,202.757,-1219.570,294.424
120.500,172.000,31.500,90.000,44.296,0.274,171.558,-1076.162,177.146
120.500,172.000,31.500,105.000,43.416,0.270,140.382,-917.991,47.797
120.500,172.000,31.500,120.000,40.695,0.259,111.355,-755.837,-84.809
120.500,172.000,31.500,135.000,35.961,0.242,86.454,-600.751,-211.635
120.500,172.000,31.500,150.000,29.134,0.225,67.377,-463.301,-324.038
120.500,172.000,31.500,165.000,20.423,0.209,55.424,-352.854,-414.358
120.500,172.000,31.500,180.000,10.435,0.199,51.408,-276.937,-476.441
120.500,172.000,31.500,195.000,0.104,0.196,55.605,-240.723,-506.055
120.500,172.000,31.500,210.000,-9.533,0.199,67.727,-246.680,-501.183
120.500,172.000,31.500,225.000,-17.601,0.206,86.950,-294.403,-462.157
120.500,172.000,31.500,240.000,-23.550,0.214,111.962,-380.639,-391.636
120.500,172.000,31.500,255.000,-27.145,0.220,141.059,-499.511,-294.426
120.500,172.000,31.500,270.000,-28.342,0.223,172.259,-642.919,-177.151
120.500,172.000,31.500,285.000,-27.145,0.220,203.434,-801.089,-47.803
120.500,172.000,31.500,300.000,-23.550,0.214,232.462,-963.243,84.803
120.500,172.000,31.500,315.000,-17.601,0.206,257.362,-1118.330,211.631
120.500,172.000,31.500,330.000,-9.533,0.199,276.440,-1255.781,324.037
120.500,172.000,31.500,345.000,0.104,0.196,288.393,-1366.229,414.360
120.500,172.000,31.500,360.000,10.435,0.199,292.408,-1442.147,476.446
,,,,,,,,
120.000,172.000,33.000,15.000,20.849,0.210,287.725,-1475.772,503.961
120.000,172.000,33.000,30.000,29.492,0.225,275.652,-1469.839,499.109
120.000,172.000,33.000,45.000,36.258,0.243,256.510,-1422.313,460.243
120.000,172.000,33.000,60.000,40.944,0.260,231.602,-1336.434,390.012
120.000,172.000,33.000,75.000,43.636,0.271,202.625,-1218.054,293.202
120.000,172.000,33.000,90.000,44.506,0.275,171.555,-1075.241,176.411
120.000,172.000,33.000,105.000,43.636,0.271,140.508,-917.726,47.598
120.000,172.000,33.000,120.000,40.944,0.260,111.602,-756.245,-84.458
120.000,172.000,33.000,135.000,36.258,0.243,86.804,-601.803,-210.757
120.000,172.000,33.000,150.000,29.492,0.225,67.806,-464.923,-322.693
120.000,172.000,33.000,165.000,20.849,0.210,55.903,-354.934,-412.639
120.000,172.000,33.000,180.000,10.925,0.200,51.904,-279.332,-474.464
120.000,172.000,33.000,195.000,0.647,0.196,56.083,-243.269,-503.955
120.000,172.000,33.000,210.000,-8.957,0.199,68.155,-249.202,-499.103
120.000,172.000,33.000,225.000,-17.012,0.205,87.298,-296.726,-460.239
120.000,172.000,33.000,240.000,-22.962,0.213,112.206,-382.605,-390.011
120.000,172.000,33.000,255.000,-26.562,0.219,141.183,-500.984,-293.204
120.000,172.000,33.000,270.000,-27.761,0.222,172.253,-643.796,-176.416
120.000,172.000,33.000,285.000,-26.562,0.219,203.299,-801.310,-47.605
120.000,172.000,33.000,300.000,-22.962,0.213,232.206,-962.791,84.452
120.000,172.000,33.000,315.000,-17.012,0.205,257.003,-1117.235,210.753
120.000,172.000,33.000,330.000,-8.957,0.199,276.002,-1254.115,322.693
120.000,172.000,33.000,345.000,0.647,0.196,287.905,-1364.105,412.641
120.000,172.000,33.000,360.000,10.925,0.200,291.904,-1439.708,474.469
,,,,,,,,
118.500,172.000,37.500,15.000,22.119,0.212,286.264,-1468.003,497.662
118.500,172.000,37.500,30.000,30.556,0.228,274.343,-1462.144,492.870
118.500,172.000,37.500,45.000,37.138,0.246,255.439,-1415.213,454.490
118.500,172.000,37.500,60.000,41.683,0.263,230.842,-1330.407,385.137
118.500,172.000,37.500,75.000,44.288,0.274,202.228,-1213.507,289.537
118.500,172.000,37.500,90.000,45.129,0.278,171.546,-1072.479,174.206
118.500,172.000,37.500,105.000,44.288,0.274,140.888,-916.933,47.003
118.500,172.000,37.500,120.000,41.683,0.263,112.342,-757.471,-83.402
118.500,172.000,37.500,135.000,37.138,0.246,87.855,-604.959,-208.123
118.500,172.000,37.500,150.000,30.556,0.228,69.095,-469.790,-318.660
118.500,172.000,37.500,165.000,22.119,0.212,57.340,-361.176,-407.481
118.500,172.000,37.500,180.000,12.393,0.201,53.391,-286.519,-468.533
118.500,172.000,37.500,195.000,2.275,0.196,57.518,-250.907,-497.656
118.500,172.000,37.500,210.000,-7.226,0.198,69.439,-256.765,-492.865
118.500,172.000,37.500,225.000,-15.235,0.203,88.342,-303.696,-454.486
118.500,172.000,37.500,240.000,-21.179,0.210,112.939,-388.501,-385.136
118.500,172.000,37.500,255.000,-24.790,0.216,141.554,-505.400,-289.539
118.500,172.000,37.500,270.000,-25.996,0.218,172.235,-646.428,-174.211
118.500,172.000,37.500,285.000,-24.790,0.216,202.894,-801.973,-47.009
118.500,172.000,37.500,300.000,-21.179,0.210,231.439,-961.435,83.396
118.500,172.000,37.500,315.000,-15.235,0.203,255.927,-1113.948,208.119
118.500,172.000,37.500,330.000,-7.226,0.198,274.687,-1249.118,318.659
118.500,172.000,37.500,345.000,2.275,0.196,286.442,-1357.732,407.483
118.500,172.000,37.500,360.000,12.393,0.201,290.391,-1432.390,468.538
,,,,,,,,
118.000,172.000,39.000,15.000,22.539,0.212,285.777,-1465.414,495.562
118.000,172.000,39.000,30.000,30.907,0.229,273.906,-1459.580,490.791
118.000,172.000,39.000,45.000,37.428,0.247,255.082,-1412.846,452.573
118.000,172.000,39.000,60.000,41.926,0.264,230.589,-1328.398,383.512
118.000,172.000,39.000,75.000,44.502,0.275,202.095,-1211.991,288.315
118.000,172.000,39.000,90.000,45.333,0.279,171.543,-1071.558,173.471
118.000,172.000,39.000,105.000,44.502,0.275,141.014,-916.669,46.805
118.000,172.000,39.000,120.000,41.926,0.264,112.589,-757.879,-83.050
118.000,172.000,39.000,135.000,37.428,0.247,88.205,-606.011,-207.245
118.000,172.000,39.000,150.000,30.907,0.229,69.524,-471.412,-317.315
118.000,172.000,39.000,165.000,22.539,0.212,57.818,-363.257,-405.762
118.000,172.000,39.000,180.000,12.880,0.201,53.887,-288.915,-466.556
118.000,172.000,39.000,195.000,2.817,0.196,57.996,-253.452,-495.556
118.000,172.000,39.000,210.000,-6.647,0.198,69.867,-259.286,-490.785
118.000,172.000,39.000,225.000,-14.639,0.203,88.691,-306.019,-452.569
118.000,172.000,39.000,240.000,-20.580,0.210,113.184,-390.466,-383.511
118.000,172.000,39.000,255.000,-24.193,0.215,141.677,-506.872,-288.317
118.000,172.000,39.000,270.000,-25.401,0.217,172.229,-647.305,-173.475
118.000,172.000,39.000,285.000,-24.193,0.215,202.758,-802.193,-46.811
118.000,172.000,39.000,300.000,-20.580,0.210,231.184,-960.983,83.044
118.000,172.000,39.000,315.000,-14.639,0.203,255.568,-1112.852,207.241
118.000,172.000,39.000,330.000,-6.647,0.198,274.249,-1247.452,317.314
118.000,172.000,39.000,345.000,2.817,0.196,285.955,-1355.608,405.764
118.000,172.000,39.000,360.000,12.880,0.201,289.887,-1429.951,466.561
,,,,,,,,
117.000,172.000,41.500,15.000,23.224,0.213,284.805,-1460.242,491.362
117.000,172.000,41.500,30.000,31.466,0.230,273.034,-1454.457,486.632
117.000,172.000,41.500,45.000,37.878,0.249,254.370,-1408.120,448.737
117.000,172.000,41.500,60.000,42.295,0.265,230.084,-1324.388,380.262
117.000,172.000,41.500,75.000,44.822,0.277,201.832,-1208.967,285.872
117.000,172.000,41.500,90.000,45.637,0.281,171.539,-1069.724,172.001
117.000,172.000,41.500,105.000,44.822,0.277,141.268,-916.147,46.408
117.000,172.000,41.500,120.000,42.295,0.265,113.084,-758.704,-82.346
117.000,172.000,41.500,135.000,37.878,0.249,88.907,-608.122,-205.488
117.000,172.000,41.500,150.000,31.466,0.230,70.384,-474.664,-314.626
117.000,172.000,41.500,165.000,23.224,0.213,58.778,-367.425,-402.323
117.000,172.000,41.500,180.000,13.691,0.202,54.879,-293.713,-462.602
117.000,172.000,41.500,195.000,3.734,0.197,58.954,-258.551,-491.356
117.000,172.000,41.500,210.000,-5.654,0.197,70.724,-264.336,-486.626
117.000,172.000,41.500,225.000,-13.604,0.202,89.388,-310.673,-448.733
117.000,172.000,41.500,240.000,-19.529,0.208,113.674,-394.404,-380.261
117.000,172.000,41.500,255.000,-23.142,0.213,141.926,-509.824,-285.874
117.000,172.000,41.500,270.000,-24.350,0.215,172.219,-649.066,-172.005
117.000,172.000,41.500,285.000,-23.142,0.213,202.490,-802.642,-46.414
117.000,172.000,41.500,300.000,-19.529,0.208,230.674,-960.086,82.341
117.000,172.000,41.500,315.000,-13.604,0.202,254.851,-1110.669,205.484
117.000,172.000,41.500,330.000,-5.654,0.197,273.374,-1244.127,314.625
117.000,172.000,41.500,345.000,3.734,0.197,284.981,-1351.367,402.325
117.000,172.000,41.500,360.000,13.691,0.202,288.879,-1425.080,462.607
,,,,,,,,
116.000,172.000,44.000,15.000,23.904,0.215,283.832,-1455.070,487.163
116.000,172.000,44.000,30.000,32.021,0.231,272.162,-1449.335,482.472
116.000,172.000,44.000,45.000,38.324,0.250,253.658,-1403.394,444.902
116.000,172.000,44.000,60.000,42.660,0.267,229.580,-1320.377,377.011
116.000,172.000,44.000,75.000,45.138,0.278,201.569,-1205.943,283.428
116.000,172.000,44.000,90.000,45.937,0.282,171.534,-1067.890,170.530
116.000,172.000,44.000,105.000,45.138,0.278,141.523,-915.626,46.011
116.000,172.000,44.000,120.000,42.660,0.267,113.580,-759.528,-81.642
116.000,172.000,44.000,135.000,38.324,0.250,89.609,-610.233,-203.732
116.000,172.000,44.000,150.000,32.021,0.231,71.244,-477.916,-311.937
116.000,172.000,44.000,165.000,23.904,0.215,59.737,-371.594,-398.884
116.000,172.000,44.000,180.000,14.498,0.203,55.872,-298.512,-458.648
116.000,172.000,44.000,195.000,4.651,0.197,59.912,-263.651,-487.157
116.000,172.000,44.000,210.000,-4.658,0.197,71.582,-269.386,-482.467
116.000,172.000,44.000,225.000,-12.564,0.201,90.086,-315.326,-444.898
116.000,172.000,44.000,240.000,-18.471,0.207,114.164,-398.342,-377.011
116.000,172.000,44.000,255.000,-22.081,0.212,142.175,-512.775,-283.431
116.000,172.000,44.000,270.000,-23.290,0.214,172.209,-650.827,-170.535
116.000,172.000,44.000,285.000,-22.081,0.212,202.221,-803.091,-46.017
116.000,172.000,44.000,300.000,-18.471,0.207,230.164,-959.189,81.637
116.000,172.000,44.000,315.000,-12.564,0.201,254.135,-1108.485,203.728
116.000,172.000,44.000,330.000,-4.658,0.197,272.500,-1240.803,311.936
116.000,172.000,44.000,345.000,4.651,0.197,284.007,-1347.126,398.886
116.000,172.000,44.000,360.000,14.498,0.203,287.872,-1420.208,458.653
,,,,,,,,
114.000,172.000,48.500,15.000,25.103,0.217,281.889,-1444.734,478.763
114.000,172.000,48.500,30.000,32.981,0.234,270.420,-1439.097,474.154
114.000,172.000,48.500,45.000,39.082,0.253,252.234,-1393.948,437.231
114.000,172.000,48.500,60.000,43.270,0.269,228.571,-1312.363,370.511
114.000,172.000,48.500,75.000,45.660,0.281,201.044,-1199.902,278.542
114.000,172.000,48.500,90.000,46.430,0.285,171.527,-1064.229,167.590
114.000,172.000,48.500,105.000,45.660,0.281,142.033,-914.590,45.218
114.000,172.000,48.500,120.000,43.270,0.269,114.571,-761.183,-80.235
114.000,172.000,48.500,135.000,39.082,0.253,91.014,-614.463,-200.219
114.000,172.000,48.500,150.000,32.981,0.234,72.966,-484.427,-306.559
114.000,172.000,48.500,165.000,25.103,0.217,61.658,-379.938,-392.007
114.000,172.000,48.500,180.000,15.943,0.204,57.859,-308.116,-450.741
114.000,172.000,48.500,195.000,6.315,0.197,61.829,-273.856,-478.758
114.000,172.000,48.500,210.000,-2.830,0.196,73.298,-279.492,-474.148
114.000,172.000,48.500,225.000,-10.634,0.200,91.483,-324.641,-437.227
114.000,172.000,48.500,240.000,-16.495,0.205,115.146,-406.225,-370.510
114.000,172.000,48.500,255.000,-20.089,0.209,142.674,-518.685,-278.544
114.000,172.000,48.500,270.000,-21.295,0.211,172.190,-654.358,-167.595
114.000,172.000,48.500,285.000,-20.089,0.209,201.684,-803.996,-45.224
114.000,172.000,48.500,300.000,-16.495,0.205,229.146,-957.403,80.230
114.000,172.000,48.500,315.000,-10.634,0.200,252.703,-1104.124,200.216
114.000,172.000,48.500,330.000,-2.830,0.196,270.752,-1234.161,306.558
114.000,172.000,48.500,345.000,6.315,0.197,282.060,-1338.651,392.009
114.000,172.000,48.500,360.000,15.943,0.204,285.859,-1410.473,450.745
,,,,,,,,
113.500,172.000,49.500,15.000,25.363,0.217,281.403,-1442.152,476.663
113.500,172.000,49.500,30.000,33.185,0.234,269.985,-1436.540,472.074
113.500,172.000,49.500,45.000,39.239,0.253,251.879,-1391.589,435.313
113.500,172.000,49.500,60.000,43.394,0.270,228.320,-1310.361,368.886
113.500,172.000,49.500,75.000,45.764,0.281,200.913,-1198.393,277.320
113.500,172.000,49.500,90.000,46.528,0.285,171.526,-1063.316,166.855
113.500,172.000,49.500,105.000,45.764,0.281,142.161,-914.333,45.020
113.500,172.000,49.500,120.000,43.394,0.270,114.820,-761.599,-79.883
113.500,172.000,49.500,135.000,39.239,0.253,91.366,-615.522,-199.341
113.500,172.000,49.500,150.000,33.185,0.234,73.397,-486.057,-305.215
113.500,172.000,49.500,165.000,25.363,0.217,62.138,-382.026,-390.288
113.500,172.000,49.500,180.000,16.263,0.204,58.356,-310.519,-448.764
113.500,172.000,49.500,195.000,6.688,0.198,62.309,-276.409,-476.658
113.500,172.000,49.500,210.000,-2.414,0.196,73.727,-282.021,-472.069
113.500,172.000,49.500,225.000,-10.191,0.199,91.833,-326.971,-435.310
113.500,172.000,49.500,240.000,-16.037,0.204,115.392,-408.198,-368.885
113.500,172.000,49.500,255.000,-19.625,0.208,142.799,-520.165,-277.322
113.500,172.000,49.500,270.000,-20.831,0.210,172.186,-655.242,-166.860
113.500,172.000,49.500,285.000,-19.625,0.208,201.551,-804.224,-45.025
113.500,172.000,49.500,300.000,-16.037,0.204,228.892,-956.958,79.878
113.500,172.000,49.500,315.000,-10.191,0.199,252.346,-1103.036,199.338
113.500,172.000,49.500,330.000,-2.414,0.196,270.315,-1232.502,305.214
113.500,172.000,49.500,345.000,6.688,0.198,281.574,-1336.534,390.290
113.500,172.000,49.500,360.000,16.263,0.204,285.356,-1408.041,448.768
,,,,,,,,
122.000,172.500,26.000,15.000,18.771,0.207,290.176,-1488.645,512.360
122.000,172.500,26.000,30.000,27.687,0.222,277.903,-1482.615,507.429
122.000,172.500,26.000,45.000,34.712,0.239,258.441,-1434.298,467.916
122.000,172.500,26.000,60.000,39.606,0.255,233.118,-1346.989,396.515
122.000,172.500,26.000,75.000,42.430,0.266,203.658,-1226.637,298.092
122.000,172.500,26.000,90.000,43.345,0.270,172.070,-1081.444,179.355
122.000,172.500,26.000,105.000,42.430,0.266,140.507,-921.305,48.396
122.000,172.500,26.000,120.000,39.606,0.255,111.118,-757.133,-85.861
122.000,172.500,26.000,135.000,34.712,0.239,85.907,-600.115,-214.266
122.000,172.500,26.000,150.000,27.687,0.222,66.593,-460.953,-328.068
122.000,172.500,26.000,165.000,18.771,0.207,54.490,-349.131,-419.513
122.000,172.500,26.000,180.000,8.603,0.198,50.425,-272.267,-482.370
122.000,172.500,26.000,195.000,-1.852,0.196,54.673,-235.601,-512.354
122.000,172.500,26.000,210.000,-11.546,0.200,66.946,-241.632,-507.423
122.000,172.500,26.000,225.000,-19.613,0.208,86.408,-289.947,-467.912
122.000,172.500,26.000,240.000,-25.527,0.217,111.731,-377.255,-396.514
122.000,172.500,26.000,255.000,-29.085,0.225,141.190,-497.606,-298.095
122.000,172.500,26.000,270.000,-30.266,0.227,172.778,-642.799,-179.360
122.000,172.500,26.000,285.000,-29.085,0.225,204.342,-802.937,-48.402
122.000,172.500,26.000,300.000,-25.527,0.217,233.731,-967.110,85.855
122.000,172.500,26.000,315.000,-19.613,0.208,258.942,-1124.128,214.262
122.000,172.500,26.000,330.000,-11.546,0.200,278.257,-1263.291,328.067
122.000,172.500,26.000,345.000,-1.852,0.196,290.359,-1375.114,419.516
122.000,172.500,26.000,360.000,8.603,0.198,294.425,-1451.979,482.375
,,,,,,,,
121.500,172.500,28.000,15.000,19.357,0.208,289.688,-1486.048,510.260
121.500,172.500,28.000,30.000,28.195,0.223,277.465,-1480.043,505.349
121.500,172.500,28.000,45.000,35.146,0.240,258.083,-1431.924,465.998
121.500,172.500,28.000,60.000,39.980,0.256,232.863,-1344.973,394.890
121.500,172.500,28.000,75.000,42.767,0.267,203.525,-1225.114,296.871
121.500,172.500,28.000,90.000,43.669,0.271,172.066,-1080.516,178.620
121.500,172.500,28.000,105.000,42.767,0.267,140.632,-921.033,48.198
121.500,172.500,28.000,120.000,39.980,0.256,111.363,-757.534,-85.509
121.500,172.500,28.000,135.000,35.146,0.240,86.256,-601.160,-213.387
121.500,172.500,28.000,150.000,28.195,0.223,67.020,-462.569,-326.724
121.500,172.500,28.000,165.000,19.357,0.208,54.968,-351.204,-417.794
121.500,172.500,28.000,180.000,9.259,0.199,50.919,-274.656,-480.393
121.500,172.500,28.000,195.000,-1.145,0.196,55.150,-238.140,-510.254
121.500,172.500,28.000,210.000,-10.813,0.200,67.373,-244.146,-505.343
121.500,172.500,28.000,225.000,-18.877,0.207,86.754,-292.263,-465.994
121.500,172.500,28.000,240.000,-24.801,0.216,111.974,-379.214,-394.889
121.500,172.500,28.000,255.000,-28.371,0.223,141.312,-499.071,-296.873
121.500,172.500,28.000,270.000,-29.557,0.226,172.771,-643.669,-178.625
121.500,172.500,28.000,285.000,-28.371,0.223,204.205,-803.151,-48.204
121.500,172.500,28.000,300.000,-24.801,0.216,233.474,-966.651,85.503
121.500,172.500,28.000,315.000,-18.877,0.207,258.581,-1123.025,213.383
121.500,172.500,28.000,330.000,-10.813,0.200,277.817,-1261.618,326.723
121.500,172.500,28.000,345.000,-1.145,0.196,289.870,-1372.983,417.796
121.500,172.500,28.000,360.000,9.259,0.199,293.919,-1449.532,480.398
,,,,,,,,
120.500,172.500,31.500,15.000,20.366,0.209,288.712,-1480.862,506.061
120.500,172.500,31.500,30.000,29.058,0.224,276.590,-1474.906,501.190
120.500,172.500,31.500,45.000,35.874,0.242,257.368,-1427.184,462.163
120.500,172.500,31.500,60.000,40.602,0.258,232.356,-1340.948,391.640
120.500,172.500,31.500,75.000,43.322,0.270,203.258,-1222.076,294.427
120.500,172.500,31.500,90.000,44.202,0.274,172.059,-1078.668,177.150
120.500,172.500,31.500,105.000,43.322,0.270,140.883,-920.497,47.801
